County,Barack Obama / Joe Biden (DEM),Mitt Romney / Paul Ryan (REP),Total
CountyAdams,"Barack Obama / Joe Biden (DEM)100,649","Mitt Romney / Paul Ryan (REP)70,972","Total176,230"
CountyAlamosa,"Barack Obama / Joe Biden (DEM)3,811","Mitt Romney / Paul Ryan (REP)2,705","Total6,715"
CountyArapahoe,"Barack Obama / Joe Biden (DEM)153,905","Mitt Romney / Paul Ryan (REP)125,588","Total285,516"
CountyArchuleta,"Barack Obama / Joe Biden (DEM)2,679","Mitt Romney / Paul Ryan (REP)3,872","Total6,734"
CountyBaca,Barack Obama / Joe Biden (DEM)467,"Mitt Romney / Paul Ryan (REP)1,559","Total2,106"
CountyBent,Barack Obama / Joe Biden (DEM)815,"Mitt Romney / Paul Ryan (REP)1,075","Total1,942"
CountyBoulder,"Barack Obama / Joe Biden (DEM)125,091","Mitt Romney / Paul Ryan (REP)49,981","Total179,499"
CountyBroomfield,"Barack Obama / Joe Biden (DEM)16,966","Mitt Romney / Paul Ryan (REP)15,008","Total32,777"
CountyChaffee,"Barack Obama / Joe Biden (DEM)5,086","Mitt Romney / Paul Ryan (REP)5,070","Total10,462"
CountyCheyenne,Barack Obama / Joe Biden (DEM)172,Mitt Romney / Paul Ryan (REP)889,"Total1,093"
CountyClear Creek,"Barack Obama / Joe Biden (DEM)3,119","Mitt Romney / Paul Ryan (REP)2,430","Total5,743"
CountyConejos,"Barack Obama / Joe Biden (DEM)2,213","Mitt Romney / Paul Ryan (REP)1,835","Total4,101"
CountyCostilla,"Barack Obama / Joe Biden (DEM)1,340",Mitt Romney / Paul Ryan (REP)446,"Total1,837"
CountyCrowley,Barack Obama / Joe Biden (DEM)535,Mitt Romney / Paul Ryan (REP)924,"Total1,502"
CountyCuster,Barack Obama / Joe Biden (DEM)868,"Mitt Romney / Paul Ryan (REP)1,788","Total2,715"
CountyDelta,"Barack Obama / Joe Biden (DEM)4,622","Mitt Romney / Paul Ryan (REP)10,915","Total15,925"
CountyDenver,"Barack Obama / Joe Biden (DEM)222,018","Mitt Romney / Paul Ryan (REP)73,111","Total301,694"
CountyDolores,Barack Obama / Joe Biden (DEM)334,Mitt Romney / Paul Ryan (REP)859,"Total1,245"
CountyDouglas,"Barack Obama / Joe Biden (DEM)61,094","Mitt Romney / Paul Ryan (REP)104,397","Total168,084"
CountyEagle,"Barack Obama / Joe Biden (DEM)12,792","Mitt Romney / Paul Ryan (REP)9,411","Total22,668"
CountyEl Paso,"Barack Obama / Joe Biden (DEM)111,819","Mitt Romney / Paul Ryan (REP)170,952","Total290,175"
CountyElbert,"Barack Obama / Joe Biden (DEM)3,603","Mitt Romney / Paul Ryan (REP)10,266","Total14,178"
CountyFremont,"Barack Obama / Joe Biden (DEM)6,704","Mitt Romney / Paul Ryan (REP)13,174","Total20,416"
CountyGarfield,"Barack Obama / Joe Biden (DEM)11,305","Mitt Romney / Paul Ryan (REP)12,535","Total24,408"
CountyGilpin,"Barack Obama / Joe Biden (DEM)1,892","Mitt Romney / Paul Ryan (REP)1,346","Total3,338"
CountyGrand,"Barack Obama / Joe Biden (DEM)3,684","Mitt Romney / Paul Ryan (REP)4,253","Total8,187"
CountyGunnison,"Barack Obama / Joe Biden (DEM)5,044","Mitt Romney / Paul Ryan (REP)3,341","Total8,667"
CountyHinsdale,Barack Obama / Joe Biden (DEM)229,Mitt Romney / Paul Ryan (REP)353,Total600
CountyHuerfano,"Barack Obama / Joe Biden (DEM)1,953","Mitt Romney / Paul Ryan (REP)1,646","Total3,714"
CountyJackson,Barack Obama / Joe Biden (DEM)216,Mitt Romney / Paul Ryan (REP)600,Total848
CountyJefferson,"Barack Obama / Joe Biden (DEM)159,296","Mitt Romney / Paul Ryan (REP)144,197","Total311,052"
CountyKiowa,Barack Obama / Joe Biden (DEM)118,Mitt Romney / Paul Ryan (REP)677,Total821
CountyKit Carson,Barack Obama / Joe Biden (DEM)838,"Mitt Romney / Paul Ryan (REP)2,785","Total3,702"
CountyLa Plata,"Barack Obama / Joe Biden (DEM)15,489","Mitt Romney / Paul Ryan (REP)12,794","Total29,184"
CountyLake,"Barack Obama / Joe Biden (DEM)1,839","Mitt Romney / Paul Ryan (REP)1,098","Total3,040"
CountyLarimer,"Barack Obama / Joe Biden (DEM)92,747","Mitt Romney / Paul Ryan (REP)82,376","Total180,180"
CountyLas Animas,"Barack Obama / Joe Biden (DEM)3,445","Mitt Romney / Paul Ryan (REP)3,263","Total6,862"
CountyLincoln,Barack Obama / Joe Biden (DEM)552,"Mitt Romney / Paul Ryan (REP)1,687","Total2,287"
CountyLogan,"Barack Obama / Joe Biden (DEM)2,712","Mitt Romney / Paul Ryan (REP)6,179","Total9,124"
CountyMesa,"Barack Obama / Joe Biden (DEM)23,846","Mitt Romney / Paul Ryan (REP)47,472","Total72,947"
CountyMineral,Barack Obama / Joe Biden (DEM)291,Mitt Romney / Paul Ryan (REP)344,Total650
CountyMoffat,"Barack Obama / Joe Biden (DEM)1,330","Mitt Romney / Paul Ryan (REP)4,695","Total6,168"
CountyMontezuma,"Barack Obama / Joe Biden (DEM)4,542","Mitt Romney / Paul Ryan (REP)7,401","Total12,318"
CountyMontrose,"Barack Obama / Joe Biden (DEM)6,138","Mitt Romney / Paul Ryan (REP)13,552","Total20,130"
CountyMorgan,"Barack Obama / Joe Biden (DEM)3,912","Mitt Romney / Paul Ryan (REP)6,602","Total10,777"
CountyOtero,"Barack Obama / Joe Biden (DEM)3,647","Mitt Romney / Paul Ryan (REP)4,382","Total8,192"
CountyOuray,"Barack Obama / Joe Biden (DEM)1,646","Mitt Romney / Paul Ryan (REP)1,481","Total3,202"
CountyPark,"Barack Obama / Joe Biden (DEM)3,862","Mitt Romney / Paul Ryan (REP)5,236","Total9,366"
CountyPhillips,Barack Obama / Joe Biden (DEM)588,"Mitt Romney / Paul Ryan (REP)1,637","Total2,265"
CountyPitkin,"Barack Obama / Joe Biden (DEM)6,849","Mitt Romney / Paul Ryan (REP)3,024","Total10,075"
CountyProwers,"Barack Obama / Joe Biden (DEM)1,519","Mitt Romney / Paul Ryan (REP)3,230","Total4,863"
CountyPueblo,"Barack Obama / Joe Biden (DEM)42,551","Mitt Romney / Paul Ryan (REP)31,894","Total76,194"
CountyRio Blanco,Barack Obama / Joe Biden (DEM)568,"Mitt Romney / Paul Ryan (REP)2,724","Total3,369"
CountyRio Grande,"Barack Obama / Joe Biden (DEM)2,478","Mitt Romney / Paul Ryan (REP)2,918","Total5,533"
CountyRoutt,"Barack Obama / Joe Biden (DEM)7,547","Mitt Romney / Paul Ryan (REP)5,469","Total13,317"
CountySaguache,"Barack Obama / Joe Biden (DEM)1,865",Mitt Romney / Paul Ryan (REP)964,"Total2,932"
CountySan Juan,Barack Obama / Joe Biden (DEM)266,Mitt Romney / Paul Ryan (REP)212,Total506
CountySan Miguel,"Barack Obama / Joe Biden (DEM)2,992","Mitt Romney / Paul Ryan (REP)1,154","Total4,256"
CountySedgwick,Barack Obama / Joe Biden (DEM)419,Mitt Romney / Paul Ryan (REP)881,"Total1,338"
CountySummit,"Barack Obama / Joe Biden (DEM)9,347","Mitt Romney / Paul Ryan (REP)5,571","Total15,312"
CountyTeller,"Barack Obama / Joe Biden (DEM)4,333","Mitt Romney / Paul Ryan (REP)8,702","Total13,407"
CountyWashington,Barack Obama / Joe Biden (DEM)468,"Mitt Romney / Paul Ryan (REP)2,076","Total2,591"
CountyWeld,"Barack Obama / Joe Biden (DEM)49,050","Mitt Romney / Paul Ryan (REP)63,775","Total115,866"
CountyYuma,Barack Obama / Joe Biden (DEM)987,"Mitt Romney / Paul Ryan (REP)3,490","Total4,577"